,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
646,female,group C,some high school,standard,none,married,never,no,3,school_bus,< 5,51,58,63
647,male,group A,high school,standard,completed,single,regularly,yes,3,school_bus,05-Oct,59,60,63
648,female,group E,some college,standard,,single,regularly,no,2,school_bus,05-Oct,89,89,92
649,male,group E,high school,standard,completed,divorced,regularly,yes,1,school_bus,05-Oct,79,83,82
650,male,group E,some high school,standard,none,divorced,,yes,4,school_bus,05-Oct,84,70,63
651,male,group D,some college,standard,none,married,sometimes,no,2,school_bus,> 10,78,62,60
652,female,group B,some college,standard,completed,married,sometimes,no,1,school_bus,05-Oct,88,91,93
653,female,group A,high school,free/reduced,completed,single,sometimes,yes,1,school_bus,> 10,45,63,65
654,female,group C,high school,standard,,married,sometimes,yes,3,school_bus,05-Oct,62,74,72
655,male,group E,high school,standard,completed,married,never,no,2,,05-Oct,89,82,78
656,female,group B,associate's degree,standard,completed,married,regularly,no,3,,< 5,65,80,80
657,male,group C,some high school,standard,completed,married,sometimes,no,3,school_bus,< 5,75,71,68
658,male,group A,high school,standard,completed,single,sometimes,yes,,private,< 5,91,85,85
659,female,group C,associate's degree,standard,none,single,regularly,yes,2,school_bus,05-Oct,62,66,65
660,male,group E,bachelor's degree,free/reduced,completed,married,regularly,yes,4,school_bus,,87,77,77
661,female,group D,high school,standard,completed,single,regularly,no,1,private,05-Oct,48,53,56
662,female,group D,some college,standard,none,single,regularly,yes,1,school_bus,05-Oct,65,83,73
663,male,group C,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,45,38,46
665,female,,some college,standard,none,married,sometimes,yes,0,private,> 10,70,70,68
666,male,group D,some college,free/reduced,completed,single,regularly,yes,1,school_bus,05-Oct,66,75,69
667,male,group C,some high school,standard,none,single,regularly,yes,2,private,05-Oct,69,54,55
668,male,group C,high school,free/reduced,,divorced,regularly,yes,1,school_bus,05-Oct,61,52,54
669,female,group C,high school,standard,none,single,sometimes,yes,1,school_bus,< 5,76,79,80
670,male,group D,associate's degree,standard,none,married,never,no,5,,< 5,41,38,36
672,male,,some college,standard,none,married,sometimes,yes,2,private,05-Oct,71,66,60
673,female,group A,associate's degree,standard,none,married,sometimes,yes,2,school_bus,05-Oct,57,64,66
675,male,group C,bachelor's degree,standard,none,single,regularly,,1,private,05-Oct,63,54,52
676,female,group B,some college,standard,completed,single,sometimes,no,1,,05-Oct,69,79,78
677,male,group B,high school,standard,none,married,sometimes,yes,0,,05-Oct,95,75,73
678,male,group C,high school,standard,none,single,regularly,no,1,private,05-Oct,54,51,52
679,female,group C,high school,standard,none,divorced,regularly,no,1,private,05-Oct,63,65,70
680,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,> 10,96,85,90
681,male,group C,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,05-Oct,75,75,73
682,male,group D,some college,standard,none,married,never,no,1,school_bus,05-Oct,54,51,48
683,male,group E,some high school,standard,none,divorced,sometimes,no,2,school_bus,05-Oct,89,94,85
685,male,group C,some college,standard,none,married,regularly,yes,2,private,05-Oct,75,69,72
686,female,group D,some college,standard,none,married,sometimes,no,3,school_bus,05-Oct,83,95,98
687,female,group E,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,< 5,61,77,67
688,male,group C,associate's degree,standard,none,,regularly,no,2,school_bus,05-Oct,73,80,73
689,female,group D,,standard,completed,divorced,regularly,yes,3,school_bus,> 10,78,79,87
690,male,group B,associate's degree,standard,none,single,sometimes,yes,1,private,05-Oct,92,95,89
691,male,group B,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,50,53,49
692,male,group E,master's degree,free/reduced,none,single,regularly,yes,3,,< 5,86,81,83
693,male,group A,,standard,none,married,sometimes,yes,2,school_bus,05-Oct,68,63,62
694,female,group B,high school,standard,none,single,never,no,3,school_bus,05-Oct,80,86,87
695,female,group A,some high school,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,56,67,74
696,female,group B,some high school,standard,none,married,never,no,1,school_bus,< 5,37,43,42
697,male,group E,associate's degree,free/reduced,completed,married,regularly,yes,3,,05-Oct,80,82,84
698,female,group B,,standard,none,single,regularly,no,3,,05-Oct,46,56,58
699,male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2,private,< 5,80,78,76
700,male,group E,some college,free/reduced,completed,married,regularly,yes,3,school_bus,> 10,88,87,81
701,female,group E,some high school,standard,none,single,sometimes,no,1,,> 10,72,65,61
702,female,group D,some college,free/reduced,none,single,regularly,yes,2,school_bus,> 10,58,71,76
703,male,group A,some college,standard,none,divorced,regularly,no,2,school_bus,< 5,37,31,28
704,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,private,05-Oct,74,77,80
705,female,group B,some college,free/reduced,none,married,sometimes,yes,2,school_bus,< 5,69,72,69
706,male,group C,some college,standard,none,married,regularly,yes,0,private,< 5,72,56,61
708,male,group D,some high school,free/reduced,none,married,,no,3,private,05-Oct,73,74,64
709,male,group B,bachelor's degree,free/reduced,completed,single,sometimes,no,,private,< 5,72,69,67
710,male,group C,some high school,standard,completed,single,regularly,yes,1,school_bus,> 10,74,74,73
711,male,group A,some high school,standard,none,married,sometimes,no,2,school_bus,05-Oct,49,46,40
712,female,,associate's degree,free/reduced,none,divorced,regularly,no,1,school_bus,05-Oct,57,73,69
713,male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,62,68,64
715,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1,private,> 10,40,53,61
716,male,group E,some college,standard,none,married,regularly,yes,0,private,05-Oct,91,72,73
717,male,group D,some high school,free/reduced,completed,married,regularly,yes,2,school_bus,< 5,55,62,68
719,female,group E,master's degree,standard,none,single,never,,0,school_bus,05-Oct,81,86,83
721,female,group B,high school,standard,,single,regularly,yes,2,private,05-Oct,59,63,64
722,female,group A,some high school,standard,none,married,sometimes,yes,3,school_bus,> 10,49,61,56
724,male,group C,,standard,none,divorced,regularly,no,3,school_bus,05-Oct,73,77,67
725,male,group A,some college,standard,none,divorced,never,yes,4,private,05-Oct,53,54,49
726,female,group C,high school,free/reduced,none,married,regularly,yes,2,private,05-Oct,39,63,53
727,male,group C,some high school,standard,,married,sometimes,yes,3,,,65,63,57
728,male,group C,associate's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,70,62,63
730,female,group E,some college,free/reduced,completed,single,sometimes,no,2,school_bus,05-Oct,78,83,85
731,female,group B,bachelor's degree,free/reduced,none,widowed,regularly,yes,0,school_bus,> 10,55,62,63
732,female,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,29,44,40
733,male,group B,some high school,standard,none,married,sometimes,yes,,private,05-Oct,70,70,66
734,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,< 5,73,68,68
735,female,group C,associate's degree,standard,completed,married,sometimes,no,3,school_bus,05-Oct,66,73,74
736,female,group B,master's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,49,65,61
737,male,group D,some high school,standard,none,married,never,yes,3,private,< 5,61,56,55
738,female,group C,associate's degree,standard,none,married,regularly,no,5,school_bus,05-Oct,78,87,84
739,male,group A,high school,free/reduced,none,married,regularly,no,2,,05-Oct,52,45,43
740,male,group C,high school,standard,completed,single,sometimes,yes,2,school_bus,> 10,92,88,85
741,male,group D,associate's degree,standard,none,single,sometimes,yes,3,school_bus,> 10,84,65,68
742,male,group D,some high school,standard,none,married,never,yes,3,school_bus,> 10,71,68,67
743,male,group C,associate's degree,standard,none,divorced,never,no,1,school_bus,05-Oct,60,60,55
745,male,,associate's degree,standard,none,divorced,sometimes,yes,1,private,< 5,73,73,65
746,male,group B,some college,standard,none,married,regularly,yes,0,school_bus,05-Oct,58,57,51
747,female,group A,,standard,completed,married,sometimes,yes,1,private,05-Oct,87,100,100
749,male,group B,some high school,standard,,single,regularly,yes,5,school_bus,05-Oct,43,43,39
750,male,group D,bachelor's degree,standard,none,married,sometimes,no,1,school_bus,< 5,78,74,73
751,male,group C,high school,standard,none,married,,yes,1,,05-Oct,63,68,57
752,female,group B,some high school,free/reduced,none,married,regularly,no,2,private,> 10,56,63,59
753,female,group D,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,70,86,86
754,male,group A,some high school,standard,completed,married,regularly,no,3,private,05-Oct,78,66,63
755,female,group B,some college,standard,completed,divorced,never,yes,0,,05-Oct,71,81,81
757,female,group E,some college,standard,,married,sometimes,no,3,school_bus,05-Oct,78,88,88
758,female,group B,some high school,standard,,married,regularly,no,3,private,05-Oct,73,78,76
759,male,group C,associate's degree,standard,none,married,regularly,no,2,,05-Oct,87,85,79
760,male,group B,master's degree,standard,completed,single,sometimes,no,4,,< 5,60,46,52
762,female,group E,some college,standard,completed,single,regularly,yes,5,school_bus,05-Oct,100,97,100
763,male,group D,some college,standard,,married,sometimes,yes,3,school_bus,05-Oct,60,65,59
764,female,group E,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,59,61,65
765,female,group C,some college,free/reduced,completed,married,regularly,yes,0,,< 5,66,76,75
766,female,group D,some high school,standard,none,married,sometimes,yes,3,school_bus,05-Oct,67,70,71
767,female,,associate's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,05-Oct,73,79,75
768,male,group D,some high school,standard,none,,sometimes,yes,1,school_bus,05-Oct,62,60,62
769,male,,some high school,standard,none,single,sometimes,yes,,school_bus,,69,56,54
770,female,group E,high school,standard,completed,widowed,regularly,yes,1,,05-Oct,90,88,91
771,female,group D,some college,standard,none,married,regularly,yes,3,school_bus,> 10,66,75,75
772,male,group E,associate's degree,standard,completed,married,sometimes,yes,0,,05-Oct,92,93,85
773,male,group B,some college,free/reduced,,divorced,sometimes,no,3,school_bus,05-Oct,29,35,30
774,male,group D,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,< 5,62,61,61
775,female,group C,high school,standard,none,married,never,yes,4,,05-Oct,65,70,65
776,male,group D,some college,standard,completed,divorced,never,yes,0,private,< 5,80,84,78
777,male,group D,bachelor's degree,standard,none,divorced,regularly,no,1,school_bus,05-Oct,92,82,79
778,male,,high school,standard,none,single,sometimes,yes,1,,> 10,66,55,54
779,male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0,school_bus,05-Oct,16,17,16
780,female,group E,bachelor's degree,standard,none,divorced,sometimes,no,3,private,05-Oct,100,97,100
781,female,group C,some college,standard,completed,married,sometimes,yes,4,school_bus,05-Oct,70,87,79
782,female,group D,associate's degree,standard,none,married,never,yes,4,private,05-Oct,78,85,82
783,female,group D,some college,free/reduced,none,widowed,sometimes,yes,4,,< 5,62,70,70
784,female,group D,high school,free/reduced,none,single,sometimes,yes,,school_bus,< 5,64,75,78
785,male,group C,associate's degree,free/reduced,,single,sometimes,no,3,,> 10,64,59,64
786,female,group B,some college,standard,none,divorced,sometimes,yes,0,school_bus,< 5,81,90,83
787,female,group C,some high school,free/reduced,,married,never,yes,3,private,< 5,52,66,64
788,female,group D,associate's degree,free/reduced,completed,married,never,no,1,school_bus,< 5,60,61,64
789,male,group E,bachelor's degree,standard,none,married,never,yes,1,private,05-Oct,94,95,90
790,female,group C,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,91,96,98
791,male,group C,master's degree,free/reduced,none,single,regularly,yes,1,school_bus,< 5,83,88,84
793,female,group C,some high school,standard,none,married,sometimes,no,2,school_bus,< 5,42,51,54
794,male,group C,some college,free/reduced,none,married,sometimes,yes,1,private,05-Oct,41,52,49
795,male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,> 10,96,98,90
797,female,group D,some college,free/reduced,none,single,sometimes,yes,4,school_bus,> 10,49,65,65
798,female,group D,some college,standard,none,,sometimes,no,1,school_bus,05-Oct,86,96,94
799,female,group C,some college,free/reduced,none,married,regularly,no,6,,< 5,21,41,41
800,female,group B,some high school,standard,,married,regularly,no,3,school_bus,> 10,62,69,67
802,female,group C,some high school,free/reduced,none,single,sometimes,no,2,private,< 5,36,58,48
803,male,,some high school,standard,completed,married,sometimes,yes,5,private,05-Oct,44,51,47
804,female,group C,associate's degree,standard,none,single,sometimes,yes,2,private,05-Oct,77,84,86
805,male,,some college,free/reduced,none,married,sometimes,yes,2,private,05-Oct,59,63,54
806,male,group B,some high school,standard,completed,divorced,sometimes,yes,3,private,05-Oct,61,69,63
807,female,group D,some college,free/reduced,none,single,regularly,no,3,private,< 5,66,72,74
808,female,group C,high school,standard,none,married,sometimes,no,1,school_bus,05-Oct,68,77,77
810,male,group C,some college,standard,none,divorced,sometimes,no,1,private,05-Oct,57,50,50
